"subc","nodes","x_coord","y_coord"
2,274,-157.756162772794,21.3171742566867
2,275,-157.756180443573,21.3171136810516
2,276,-157.756209754277,21.3169760425104
2,277,-157.756192091592,21.3167722921077
2,278,-157.756145000391,21.3166401421289
2,279,-157.756027478785,21.3164914814967
2,280,-157.755992221764,21.3164308752847
2,281,-157.756039035973,21.315874744424
2,282,-157.756056685168,21.3157480416389
2,283,-157.756039002698,21.315626949724
2,284,-157.755980196929,21.3154892922971
2,285,-157.755550941523,21.3147403836618
2,286,-157.755492157337,21.3145201576792
2,287,-157.755474500947,21.3144761232745
2,288,-157.7554274718,21.3143825479163
2,289,-157.75542743223,21.3142614056394
2,290,-157.755503723518,21.3139254638891
2,291,-157.7555213907,21.3138538670624
2,292,-157.755538939171,21.3137161421863
2,293,-157.75558593864,21.3135729440362
2,294,-157.755626972906,21.3133251817118
2,295,-157.755626864088,21.3128460328182
2,296,-157.755615086567,21.3126533458753
2,297,-157.75559737352,21.3125817580417
2,298,-157.755538591133,21.312510138732
2,299,-157.755415174471,21.3124551137126
2,300,-157.755244719668,21.312422143667
2,301,-157.755080247156,21.3124001489477
2,302,-157.755050788963,21.3123836697706
2,303,-157.755015593994,21.3123616381791
2,304,-157.7549861376,21.3123450690697
2,305,-157.75492741277,21.3123010922217
2,306,-157.754821616524,21.3121799796224
2,307,-157.754715741139,21.312102860059
2,308,-157.754668774045,21.3120477684898
2,309,-157.754639341932,21.3119597437473
2,310,-157.754621654066,21.3118165177182
2,311,-157.754621654066,21.3118165177182
2,312,-157.754621654066,21.3118165177182
3,313,-157.7465319357,21.3230464465364
3,314,-157.746567235889,21.322919787818
3,315,-157.746596576271,21.3226775428344
3,316,-157.746567186426,21.3225508517405
3,317,-157.746502469413,21.3224518112022
3,318,-157.746426029737,21.3223141088091
3,319,-157.74638490374,21.3222866111382
3,320,-157.746337888982,21.3222260058255
3,321,-157.746320287451,21.3221985018594
3,322,-157.74629082656,21.3221710005913
3,323,-157.746261451105,21.3220994154557
3,324,-157.746226201278,21.3220498286368
3,325,-157.746214312241,21.3213835056443
3,326,-157.746214292456,21.3213064490334
3,327,-157.746137803317,21.3211632355949
3,328,-157.746120251249,21.3211412426743
3,329,-157.7460614176,21.321042065439
3,330,-157.745984986018,21.3209375174525
3,331,-157.745890948409,21.3207833340837
3,332,-157.745890936717,21.3207392493169
